,0,1,paper_type
0,-0.10580141600582647,0.15130766412307237,J
1,0.10613324823620898,-0.10212691366034257,C
2,0.12538986727782644,-0.12478291781811428,C
3,0.03530544698733991,0.017105778037394805,J
4,0.2884818493214638,0.0061635093917242175,C
5,0.23327663494479586,0.2729016395591675,C
6,0.6262842648801075,-0.17297275592187167,C
7,-0.23326878429428452,-0.28404269286045053,C
8,0.4172638734515947,-0.03254900770585783,C
9,-0.40743389426133547,-0.11221608660722776,J
10,-0.07502016968876743,-0.10454901554504525,C
11,-0.10374515601153474,-0.2250875490501708,J
12,-0.2637179143929018,0.12255372960985729,C
13,0.3162938188517293,0.039081440811365754,C
14,0.5374189653539305,0.02921849528256329,C
15,-0.31246238670722964,-0.009503732233698997,J
16,0.512222764532691,-0.30806717928763266,C
17,-0.05624360505964066,-0.1605621830570841,J
18,-0.31406974420052375,0.3770606876329517,C
19,-0.07966874099581701,0.025693579170948513,C
20,-0.17754089574093415,0.04568729581628895,J
21,-0.2134049803320338,0.2521962970767472,C
22,-0.1798861515231559,-0.2898361037533187,C
23,0.2997884304852806,0.2224128799835697,C
24,-0.019129387352131943,0.1309036794180903,J
25,-0.382610530969324,-0.16125152105295404,C
26,0.04472219125945764,-0.09208053687869625,C
27,0.3797734891172935,0.16064364297766925,C
28,-0.10888882793743195,-0.20709157988136526,C
29,0.07757352480981503,0.3470144284229351,C
30,0.3129698137553977,0.1062742822617693,C
31,0.2054334419617054,-0.25181545918449605,C
32,0.12626841951281,0.1675081829251855,C
33,0.0018145646537125247,-0.2376209962010558,C
34,-0.3039249350455177,0.17437246177212537,J
35,-0.053969183830024095,0.04928219517781293,J
36,0.24870505994147202,-0.17722500082030745,C
37,0.24371048132689277,-0.11023869290244931,C
38,0.08981889962528615,0.046602842269143505,J
39,-0.10124230436804442,-0.3220957538076484,J
40,-0.22205802643039965,-0.00943159885848923,J
41,0.25421797772467597,-0.0008239725178822527,C
42,-0.1316465328903399,-0.2857320273345533,J
43,0.1307317263559848,0.05573211964493007,C
44,0.4965888908096723,-0.15875588494990614,C
45,-0.17487765390589968,-0.29373659712212374,C
46,0.31902698191654477,-0.2925856624524919,C
47,0.024108502281362073,-0.22247155214638972,J
48,0.13572822291277342,-0.1101646016148953,C
49,-0.08669450496911311,0.4682262289321149,J
50,0.07076424348935613,-0.14360584884388194,C
51,0.010573346050208255,-0.012728264961224664,C
52,-0.2765231151149332,-0.3005940457339498,C
53,-0.13414959894434494,-0.13972352372644767,J
54,0.07291231659781647,0.13820554904126697,J
55,-0.28581240947880904,0.3089095414170579,C
56,-0.014508275777289843,-0.1015828279116241,C
57,-0.16452668192853587,0.12576605386767764,C
58,-0.2887979989637514,-0.42547589581766077,J
59,0.22630034681614153,-0.0989030503401567,C
60,0.09558961507354888,-0.13766107271352532,C
61,0.021961195043500154,-0.2324677136521556,C
62,-0.36011556261508315,0.04869749844785605,J
63,0.3570604333690528,0.04965264812730667,C
64,-0.2080677092474913,0.19481441208480763,C
65,-0.24297724919033892,0.053272850206514656,C
66,-0.20448482981575308,0.2175194131370529,J
67,-0.3872214950576645,-0.1967162725925717,J
68,-0.35427217298602975,-0.28654690546863154,J
69,-0.27680273320880794,0.32393853643073556,C
70,0.15058270943263904,0.4454117651718719,C
71,0.1671394878564513,-0.023621001804367013,J
72,0.31242161012392206,-0.17704464453630922,C
73,-0.08104624501880112,-0.21483803038305563,J
74,0.2801559901713837,-0.17529174471917208,C
75,-0.424104256700681,-0.404361574198864,C
76,0.13572822291277342,-0.1101646016148953,C
77,0.03661727461198514,0.07308693426637251,C
78,0.13572822291277342,-0.1101646016148953,C
79,0.1754976465067221,0.40487514159677274,C
80,0.5404405972379626,-0.09458741683486119,C
81,-0.11959334788566811,0.44417156990555284,C
82,0.24429308634270266,0.4588004097739248,C
83,0.36345324680315894,-0.017142671599914946,C
84,0.4235168529826562,-0.18676894623890142,C
85,-0.12346197493020464,0.43488952241311474,C
86,-0.1719587083385133,0.6413247783285395,J
87,0.12017869743595003,0.07037982833865858,C
88,-0.07746505749048417,-0.28057684413446554,J
89,-0.2711729494096432,-0.34725023796752247,J
90,0.039704680400054045,-0.06957919028647656,C
91,0.5493004374293912,-0.0711849881938968,C
92,-0.34146394046847883,-0.2443966923900122,J
93,0.009300996602328472,-0.21609329550016734,C
94,-0.07054765145544047,0.3652269454943309,J
95,0.34415606044787284,-0.08379378574508325,C
96,-0.19010972831202397,-0.20152110878308455,C
97,0.5143953085884679,-0.15540432078653807,C
98,-0.35798659133052485,0.15923436288288212,J
99,0.6043396874856459,-0.10685249680640171,C
100,0.10491245829114926,0.2877400824733551,C
101,0.4669508901245567,-0.2444824466612152,C
102,0.01959664814842958,0.18420458692814284,C
103,0.13572822291277342,-0.1101646016148953,C
104,-0.29830642521975065,-0.32947169252378705,C
105,0.0012018547325515028,0.21033568899765118,C
106,-0.08364166086338426,-0.09700136324884182,C
107,-0.04740252355401643,-0.3850629333000239,C
108,-0.2562581101242506,0.3779452335880225,C
109,0.15305859857414375,0.45364099207698605,C
110,0.3609168668093715,-0.21206231208718582,C
111,0.13572822291277342,-0.1101646016148953,C
112,-0.3740662112820974,0.03456419671335267,J
113,0.356170796022287,-0.035919327138522944,C
114,-0.27562985773827553,-0.09879365657753848,J
115,0.27767736326545905,-0.04831521579304089,C
116,-0.130713487537823,-0.38126116397135756,C
117,-0.09921301662450711,-0.21951096670422188,J
118,0.01336625986751213,0.05171614301293016,J
119,-0.11663218075487322,0.1129340344798004,J
120,0.28854098127629824,-0.01622769733867251,C
121,-0.32803626059450386,-0.05502607218832656,C
122,0.18800053266510447,0.18600461239337795,C
123,0.012155542831996798,-0.2019685341032687,C
124,-0.1971355512252734,-0.11930847790269951,C
125,-0.2740189847296703,-0.11665559602407018,C
126,0.28463263701891256,0.2837018152238964,C
127,0.08703731081793298,0.21108862927048333,C
128,-0.18579947594512936,-0.08885676033115829,J
129,0.13459115068357735,0.38727576129299596,C
130,-0.41754147458334806,-0.1970720004170891,C
131,-0.10317912092129385,0.05259829309632617,C
132,0.27775881703773236,-0.17915901192430433,C
133,-0.27272246352526835,-0.3006058836867318,C
134,0.0895958459610231,-0.09991409553851302,J
135,0.33654558341799334,-0.10959300758766982,C
136,-0.22303668269527346,-0.2843460331325465,J
137,-0.14408251585491644,-0.21739438534575378,J
138,-0.18077875193990464,-0.3601406873652108,J
139,-0.2656592036532626,0.2107034563013096,J
140,-0.09198176359027584,-0.24070420013769456,C
141,-0.17389592031777173,0.05982218262870503,J
142,0.34163775833021404,0.31621491666379653,C
143,-0.22294550317965267,0.2702127997836957,C
144,-0.022550260510821644,-0.1242117661774803,J
145,-0.09569137397567982,0.37460026628708226,C
146,-0.36142199344083786,-0.09880340606618337,C
147,0.5456615738135807,-0.06278967795885616,C
148,0.555113869379841,0.07724183350801785,C
149,0.23314121251531933,-0.14946002516606738,C
150,-0.12332978349682946,0.22159864637508817,C
151,-0.011829820793360835,0.23422699565824348,J
152,-0.07860058494217603,0.4405485066135405,C
153,-0.07792540191208779,-0.10613711976785309,C
154,-0.03261391610457667,-0.07008354162940326,C
155,0.31381883859853915,0.15127660678280944,C
156,-0.20256299197919936,-0.038131122844202045,J
