,0,1,title,paper_type,cite_number,award,names
0,-0.10619712620472757,0.15084255002069208,D³ Data-Driven Documents,0,1.0,0,Michael Bostock;Vadim Ogievetsky;Jeffrey Heer
1,0.10567001256480138,-0.09882428445873259,Tree-maps: a space-filling approach to the visualization of hierarchical information structures,1,0.0,0,B. Johnson;B. Shneiderman
2,0.12544937541390735,-0.12478338079848786,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1,1.0,0,A. Inselberg;B. Dimsdale
3,0.0353636241377144,0.016613766003982892,Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data,0,1.0,1,Danny Holten
4,0.2882978217940199,0.007166725750134056,ROAMing terrain: Real-time Optimally Adapting Meshes,1,0.0,0,M. Duchaineau;M. Wolinsky;D.E. Sigeti;M.C. Miller;C. Aldrich;M.B. Mineev-Weinstein
5,0.23330718971437278,0.2716962074618031,Acceleration techniques for GPU-based volume rendering,1,0.0,1,J. Kruger;R. Westermann
6,0.6262981521211511,-0.1728654369338298,Efficient simplification of point-sampled surfaces,1,1.0,0,M. Pauly;M. Gross;L.P. Kobbelt
7,-0.2331543510428568,-0.28209142113896085,Vizster: visualizing online social networks,1,0.0,0,J. Heer;D. Boyd
8,0.41731316690194453,-0.032100358264299474,Point set surfaces,1,1.0,0,M. Alexa;J. Behr;D. Cohen-Or;S. Fleishman;D. Levin;C.T. Silva
9,-0.40751207148304663,-0.11348069415956516,ManyEyes: a Site for Visualization at Internet Scale,0,1.0,1,Fernanda B. Viegas;Martin Wattenberg;Frank van Ham;Jesse Kriss;Matt McKeon
10,-0.07515362889385925,-0.10411816912990572,Visualizing the non-visual: spatial analysis and interaction with information from text documents,1,0.0,1,J.A. Wise;J.J. Thomas;K. Pennock;D. Lantrip;M. Pottier;A. Schur;V. Crow
11,-0.10344288540732277,-0.22584151954324283,Toward a Deeper Understanding of the Role of Interaction in Information Visualization,0,2.0,0,Ji Soo Yi;Youn ah Kang;John Stasko
12,-0.2637178619897582,0.12197557192913815,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",1,0.0,1,C. Stolte;P. Hanrahan
13,0.31604247365963806,0.0411981519339634,Smooth view-dependent level-of-detail control and its application to terrain rendering,1,0.0,0,H. Hoppe
14,0.5374468011717256,0.030391118311762517,The asymptotic decider: resolving the ambiguity in marching cubes,1,0.0,0,G.M. Nielson;B. Hamann
15,-0.3124218072677986,-0.009855967382401062,Narrative Visualization: Telling Stories with Data,0,0.0,1,Edward Segel;Jeffrey Heer
16,0.5121640407670977,-0.30829620725401363,Simplifying surfaces with color and texture using quadric error metrics,1,0.0,0,M. Garland;P.S. Heckbert
17,-0.055996362257305796,-0.16178000232311227,A Nested Model for Visualization Design and Validation,0,2.0,1,Tamara Munzner
18,-0.3140378934483051,0.37646950752748126,XmdvTool: integrating multiple methods for visualizing multivariate data,1,0.0,0,M.O. Ward
19,-0.07954994071891953,0.025338020830358566,A taxonomy of visualization techniques using the data state reference model,1,0.0,0,E.H. Chi
20,-0.17771126495597203,0.048362445539832544,NodeTrix: a Hybrid Visualization of Social Networks,0,1.0,0,Nathalie Henry;Jean-Daniel Fekete;Michael J. McGuffin
21,-0.21332611335266305,0.2525718449151555,Hierarchical parallel coordinates for exploration of large datasets,1,1.0,0,Ying-Huey Fua;M.O. Ward;E.A. Rundensteiner
22,-0.1796279620003575,-0.29023745778189813,Jigsaw: Supporting Investigative Analysis through Interactive Visualization,1,0.0,1,John Stasko;Carsten Gorg;Zhicheng Liu;Kanupriya Singhal
23,0.2998035051489947,0.22204174863741694,Interactive volume rendering using multi-dimensional transfer functions and direct manipulation widgets,1,1.0,1,J. Kniss;G. Kindlmann;C. Hansen
24,-0.019086349649448633,0.13103351176583794,UpSet: Visualization of Intersecting Sets,0,0.0,0,Alexander Lex;Nils Gehlenborg;Hendrik Strobelt;Romain Vuillemot;Hanspeter Pfister
25,-0.3825937014387676,-0.16092215438001523,Low-level components of analytic activity in information visualization,1,0.0,0,R. Amar;J. Eagan;J. Stasko
26,0.044589259006617754,-0.09064205122027649,ThemeRiver: visualizing theme changes over time,1,0.0,0,S. Havre;B. Hetzler;L. Nowell
27,0.3797735907888997,0.15936029709135277,Curvature-based transfer functions for direct volume rendering: methods and applications,1,1.0,0,G. Kindlmann;R. Whitaker;T. Tasdizen;T. Moller
28,-0.10904209009228467,-0.2071180876097025,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",1,0.0,0,J. Stasko;E. Zhang
29,0.07744368532959195,0.3480876089344272,Cluster and calendar based visualization of time series data,1,0.0,1,J.J. Van Wijk;E.R. Van Selow
30,0.3127905401826902,0.10704693234255933,New quadric metric for simplifying meshes with appearance attributes,1,0.0,0,H. Hoppe
31,0.2055919707251158,-0.2510343015363259,Multi-projector displays using camera-based registration,1,0.0,0,R. Raskar;M.S. Brown;Ruigang Yang;Wei-Chao Chen;G. Welch;H. Towles;B. Scales;H. Fuchs
32,0.12617664845398435,0.16747741182911707,A haptic interaction method for volume visualization,1,0.0,0,R.S. Avila;L.M. Sobierajski
33,0.002134613442906007,-0.23733475446783134,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",1,0.0,0,C. Plaisant;J. Grosjean;B.B. Bederson
34,-0.30372594492227617,0.17402161495709562,Animated Transitions in Statistical Data Graphics,0,0.0,0,Jeffrey Heer;George Robertson
35,-0.053815320688736124,0.048133651137627465,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,0,1.0,1,Niklas Elmqvist;Pierre Dragicevic;Jean-Daniel Fekete
36,0.2485917763129138,-0.17733861585991167,Large scale terrain visualization using the restricted quadtree triangulation,1,0.0,0,R. Pajarola
37,0.2433655137384959,-0.11048672228446403,Dynamic view-dependent simplification for polygonal models,1,0.0,0,J.C. Xia;A. Varshney
38,0.08981989386393162,0.04693532732811582,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,0,1.0,0,Marco Tarini;Paolo Cignoni;Claudio Montani
39,-0.1008459438850477,-0.3219743646133435,Design Study Methodology: Reflections from the Trenches and the Stacks,0,2.0,1,Michael Sedlmair;Miriah Meyer;Tamara Munzner
40,-0.22203529870075475,-0.00955216154037914,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,0,1.0,0,Nivan Ferreira;Jorge Poco;Huy T. Vo;Juliana Freire;Cláudio T. Silva
41,0.2542183872770943,-0.0002657882568151286,Interactive ray tracing for isosurface rendering,1,0.0,1,S. Parker;P. Shirley;Y. Livnat;C. Hansen;P.-P. Sloan
42,-0.13142434790699029,-0.2882442444420934,Show Me: Automatic Presentation for Visual Analysis,0,0.0,0,Jock Mackinlay;Pat Hanrahan;Chris Stolte
43,0.13075310891383654,0.05621414443444419,H3: laying out large directed graphs in 3D hyperbolic space,1,0.0,0,T. Munzner
44,0.49649883134708306,-0.15793704768768718,Anisotropic geometric diffusion in surface processing,1,0.0,0,U. Clarenz;U. Diewald;M. Rumpf
45,-0.17466264280238705,-0.2932097768089589,The structure of the information visualization design space,1,0.0,1,S.K. Card;J. Mackinlay
46,0.31885610354122623,-0.29225734864486913,Fast and memory efficient polygonal simplification,1,0.0,0,P. Lindstrom;G. Turk
47,0.02431963660542775,-0.22236033724247112,Participatory Visualization with Wordle,0,0.0,0,Fernanda B. Viegas;Martin Wattenberg;Jonathan Feinberg
48,0.13575642779907407,-0.10992632675823881,Visualizing time-series on spirals,1,0.0,0,M. Weber;M. Alexa;W. Muller
49,-0.08648516290735375,0.46792849264091324,A Taxonomy of Clutter Reduction for Information Visualisation,0,2.0,0,Geoffrey Ellis;Alan Dix
50,0.07064585219437271,-0.14372234655555674,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,1,0.0,0,M. Ghoniem;J.-D. Fekete;P. Castagliola
51,0.01040030631069971,-0.012884874768884986,The contour spectrum,1,0.0,0,C.L. Bajaj;V. Pascucci;D.R. Schikore
52,-0.2765023576255719,-0.3004037613570953,VisTrails: enabling interactive multiple-view visualizations,1,1.0,0,L. Bavoil;S.P. Callahan;P.J. Crossno;J. Freire;C.E. Scheidegger;C.T. Silva;H.T. Vo
53,-0.1342085013787409,-0.14143791098250963,Network Visualization by Semantic Substrates,0,1.0,0,Ben Shneiderman;Aleks Aris
54,0.07315235548696343,0.1382736469556827,Stacked Graphs - Geometry & Aesthetics,0,0.0,1,Lee Byron;Martin Wattenberg
55,-0.28587922798304694,0.308927847602481,Application-controlled demand paging for out-of-core visualization,1,0.0,0,M. Cox;D. Ellsworth
56,-0.014461043939664355,-0.10291322522221068,A problem-oriented classification of visualization techniques,1,0.0,0,S. Wehrend;C. Lewis
57,-0.16491850380494227,0.12803690919716876,The InfoVis Toolkit,1,0.0,0,J.-D. Fekete
58,-0.2887114811431522,-0.42543930769973265,Casual Information Visualization: Depictions of Data in Everyday Life,0,1.0,0,Zachary Pousman;John Stasko;Michael Mateas
59,0.22637912901037852,-0.0977239073616207,An evaluation of reconstruction filters for volume rendering,1,0.0,1,S.R. Marschner;R.J. Lobb
60,0.09551698657777734,-0.13643584329320124,SensePlace2: GeoTwitter analytics support for situational awareness,1,1.0,0,Alan M. MacEachren;Anuj Jaiswal;Anthony C. Robinson;Scott Pezanowski;Alexander Savelyev;Prasenjit Mitra;Xiao Zhang;Justine Blanford
61,0.02175374811995414,-0.23290910122333824,The value of visualization,1,1.0,1,J.J. van Wijk
